weight,height ,class,class name
117.6,160.95,0,bespoke
77.748,196.29,0,bespoke
81.554,148.93,0,bespoke
101.51,146.08,0,bespoke
95.836,157.55,0,bespoke
76.688,175.31,0,bespoke
126.19,163.32,0,bespoke
70.236,162.03,0,bespoke
133.72,153.54,0,bespoke
82.034,193.83,0,bespoke
109.89,179.38,0,bespoke
71.126,141.78,0,bespoke
47.656,140.43,0,bespoke
134.36,135.87,0,bespoke
95.727,194.72,0,bespoke
108.76,158.89,0,bespoke
102.72,162.43,0,bespoke
116.33,172.42,0,bespoke
138.23,147.09,0,bespoke
114.13,136.44,0,bespoke
126.45,177.77,0,bespoke
139.23,164.81,0,bespoke
117.15,148,0,bespoke
58.874,147.77,0,bespoke
75.999,180.08,0,bespoke
47.735,183.58,0,bespoke
110.98,170.32,0,bespoke
136.08,169.18,0,bespoke
114.26,161.44,0,bespoke
114.99,171.2,0,bespoke
61.588,182.49,0,bespoke
78.764,154.08,0,bespoke
99.592,186,0,bespoke
88.695,139.93,0,bespoke
124.2,165.66,0,bespoke
122.47,160.95,0,bespoke
75.775,194.22,0,bespoke
88.86,162.82,0,bespoke
109.03,196.43,0,bespoke
101.55,161.29,0,bespoke
57.767,150.76,0,bespoke
46.852,191.72,0,bespoke
56.885,167.11,0,bespoke
66.211,162.53,0,bespoke
87.668,170.9,0,bespoke
95.78,151.16,0,bespoke
139.09,151.72,0,bespoke
113.15,148.63,0,bespoke
138.11,172.74,0,bespoke
50.105,189.28,0,bespoke
105.5,190.42,0,bespoke
136.24,176.85,0,bespoke
70.643,199.03,0,bespoke
135.19,198.63,0,bespoke
130.71,179.37,0,bespoke
63.492,186.06,0,bespoke
114.73,157.67,0,bespoke
61.612,185.73,0,bespoke
54.988,138.02,0,bespoke
74.841,157.93,0,bespoke
78.133,158.2,0,bespoke
82.901,143.43,0,bespoke
71.972,198.85,0,bespoke
74.822,162.02,0,bespoke
113.24,161.42,0,bespoke
134.74,185.87,0,bespoke
53.34,163.16,0,bespoke
71.556,172.46,0,bespoke
101.64,177.28,0,bespoke
123.7,137.15,0,bespoke
119.3,161.26,0,bespoke
97.938,197.33,0,bespoke
48.446,173.71,0,bespoke
108.59,195.65,0,bespoke
125.65,195.91,0,bespoke
51.219,184.12,0,bespoke
79.273,170.03,0,bespoke
69.515,188.58,0,bespoke
86.097,135.7,0,bespoke
74.077,183.52,0,bespoke
136.83,141.7,0,bespoke
57.344,138.15,0,bespoke
65.656,147.07,0,bespoke
129.87,165.73,0,bespoke
104.06,135.63,0,bespoke
82.825,190.78,0,bespoke
78.828,165.78,0,bespoke
106.42,144.75,0,bespoke
114.64,150.95,0,bespoke
114.51,138.69,0,bespoke
136.03,148.34,0,bespoke
49.366,165.26,0,bespoke
85.314,164.96,0,bespoke
45.857,157.82,0,bespoke
111.86,163.67,0,bespoke
119.18,156.41,0,bespoke
98.66,172.19,0,bespoke
47.213,199.5,0,bespoke
45.719,181.66,0,bespoke
138.95,158.46,0,bespoke
64.156,172.23,0,bespoke
123.22,159.72,0,bespoke
79.29,159.19,0,bespoke
88.819,162.58,0,bespoke
55.454,183.3,0,bespoke
119.22,158.41,0,bespoke
88.077,175.72,0,bespoke
73.225,190.44,0,bespoke
79.048,142.8,0,bespoke
90.831,146.33,0,bespoke
85.966,196.79,0,bespoke
111.39,198.54,0,bespoke
109.13,151.38,0,bespoke
45.653,153.5,0,bespoke
52.504,189.49,0,bespoke
88.76,187.14,0,bespoke
118.87,159.05,0,bespoke
122.59,158.58,0,bespoke
104.98,152.66,0,bespoke
79.663,151.87,0,bespoke
129.31,199.64,0,bespoke
68.838,138.01,0,bespoke
51.281,178.96,0,bespoke
114.08,167.61,0,bespoke
117.85,142.36,0,bespoke
130.34,164.99,0,bespoke
117.85,181.71,0,bespoke
134.95,197.44,0,bespoke
95.895,169.38,0,bespoke
136.18,195.8,0,bespoke
137.93,199.32,0,bespoke
94.6,165.27,0,bespoke
125.31,158.65,0,bespoke
130.31,140.87,0,bespoke
133.47,189.87,0,bespoke
88.476,161.89,0,bespoke
117.12,184.23,0,bespoke
134.19,171.01,0,bespoke
122.02,165.96,0,bespoke
133.39,152.33,0,bespoke
87.461,143.79,0,bespoke
124.22,140.05,0,bespoke
138.84,190.03,0,bespoke
80.116,156.91,0,bespoke
61.223,178.81,0,bespoke
123.2,141.79,0,bespoke
100.77,173.18,0,bespoke
136.35,142.46,0,bespoke
91.467,151.21,0,bespoke
69.085,161.92,0,bespoke
109.43,181.51,0,bespoke
131.88,191.53,0,bespoke
103.62,188,0,bespoke
75.637,150.11,0,bespoke
91.599,157.51,0,bespoke
83.708,197.44,0,bespoke
52.974,154.59,0,bespoke
101.24,145.02,0,bespoke
128.51,183.39,0,bespoke
97.564,153.39,0,bespoke
73.45,156.37,0,bespoke
130.22,135.09,0,bespoke
120.46,171.65,0,bespoke
118.7,163.87,0,bespoke
101.9,145.49,0,bespoke
97.936,180.73,0,bespoke
73.472,170.36,0,bespoke
97.027,151.55,0,bespoke
139.22,160.55,0,bespoke
90.924,150.9,0,bespoke
110.05,172.87,0,bespoke
90.602,138.43,0,bespoke
115.92,174.15,0,bespoke
65.085,137.6,0,bespoke
68.606,191.06,0,bespoke
54.295,157.3,0,bespoke
112.32,142.3,0,bespoke
126.3,173.57,0,bespoke
119.96,175.95,0,bespoke
115.57,185.79,0,bespoke
54.93,182.87,0,bespoke
94.483,186.45,0,bespoke
125.43,177.17,0,bespoke
125.14,194.27,0,bespoke
80.886,174.39,0,bespoke
70.849,182.87,0,bespoke
56.904,181.36,0,bespoke
110.68,179.85,0,bespoke
97.737,194.79,0,bespoke
45.805,198.02,0,bespoke
84.523,156.38,0,bespoke
86.716,141.16,0,bespoke
119.51,187.42,0,bespoke
123.85,179.38,0,bespoke
101.01,146.26,0,bespoke
58.497,166.27,0,bespoke
101.36,196.06,0,bespoke
113.99,143.97,0,bespoke
85.696,177.88,0,bespoke
65.025,147.61,0,bespoke
70.212,175.72,0,bespoke
139.35,175.35,0,bespoke
90.672,163.66,0,bespoke
123.64,177.83,0,bespoke
102.31,164.06,0,bespoke
122.69,190.35,0,bespoke
135.78,180.98,0,bespoke
106.79,162.86,0,bespoke
104.63,175.31,0,bespoke
106.42,176.68,0,bespoke
50.903,192.7,0,bespoke
134.13,199.58,0,bespoke
130.38,182.34,0,bespoke
111.01,167.88,0,bespoke
74.489,138.18,0,bespoke
77.637,142.03,0,bespoke
52.242,190.79,0,bespoke
94.385,194.54,0,bespoke
102.83,178.66,0,bespoke
114.08,165.05,0,bespoke
45.007,197.49,0,bespoke
61.128,140.19,0,bespoke
89.013,160.08,0,bespoke
79.376,136.07,0,bespoke
135.45,173.47,0,bespoke
133.56,171.94,0,bespoke
136.02,135.8,0,bespoke
64.621,173.34,0,bespoke
60.172,158.41,0,bespoke
99.317,136.65,0,bespoke
101.33,198.61,0,bespoke
111.37,143.59,0,bespoke
74.052,170.79,0,bespoke
82.416,191.12,0,bespoke
77.004,179.37,0,bespoke
57.254,137.27,0,bespoke
53.259,163.61,0,bespoke
97.15,163.59,0,bespoke
75.185,184.8,0,bespoke
139.31,199.99,0,bespoke
113.74,151.74,0,bespoke
99.35,192.58,0,bespoke
113.14,138.23,0,bespoke
137.77,156.56,0,bespoke
85.564,182.42,0,bespoke
131.74,167.42,0,bespoke
130.24,170.53,0,bespoke
124.35,149.6,0,bespoke
49.556,142.99,0,bespoke
79.132,166.54,0,bespoke
73.097,191.81,0,bespoke
104.77,176.69,0,bespoke
57.937,164.14,0,bespoke
80.534,143.91,0,bespoke
127.15,144.18,0,bespoke
68.776,198.87,0,bespoke
47.803,198.17,0,bespoke
139.95,162.88,0,bespoke
102.49,184.14,0,bespoke
68.199,171.31,0,bespoke
86.629,184.18,0,bespoke
114.83,198.43,0,bespoke
98.009,137.72,0,bespoke
86.642,157.82,0,bespoke
102.34,165.98,0,bespoke
62.195,146.37,0,bespoke
121.83,158.13,0,bespoke
122.81,192.75,0,bespoke
91.287,139.49,0,bespoke
116.73,141.03,0,bespoke
83.415,148.38,0,bespoke
113.94,174.99,0,bespoke
59.631,152.77,0,bespoke
93.362,183.61,0,bespoke
108.46,154.87,0,bespoke
59.495,184.75,0,bespoke
50.956,151.44,0,bespoke
77.026,178.62,0,bespoke
87.365,143.57,0,bespoke
116.98,196.26,0,bespoke
57.401,163.9,0,bespoke
130.64,158.27,0,bespoke
65.932,146.04,0,bespoke
80.962,167.44,0,bespoke
85.162,164.39,0,bespoke
137.41,139.3,0,bespoke
61.817,192.71,0,bespoke
128.82,194.01,0,bespoke
97.369,185.87,0,bespoke
75.542,165.68,0,bespoke
130.49,186.75,0,bespoke
96.501,191.92,0,bespoke
88.974,178.7,0,bespoke
121.76,139.57,0,bespoke
79.278,143.09,0,bespoke
137.25,162.65,0,bespoke
97.774,185.87,0,bespoke
118.13,173.29,0,bespoke
109.61,165.69,0,bespoke
64.494,137.2,0,bespoke
124.29,146.7,0,bespoke
127.22,195.57,0,bespoke
48.944,173.4,0,bespoke
103.35,167.91,0,bespoke
70.962,149.2,0,bespoke
115.94,196.88,0,bespoke
91.348,158.55,0,bespoke
120.28,164.81,0,bespoke
94.824,189,0,bespoke
101.76,186.39,0,bespoke
65.903,163.67,0,bespoke
79.582,175.56,0,bespoke
73.238,197.11,0,bespoke
125.9,178.13,0,bespoke
137.5,152.32,0,bespoke
104.24,182.01,0,bespoke
129.77,171.47,0,bespoke
138.19,198.24,0,bespoke
106.46,154.56,0,bespoke
120.89,167.31,0,bespoke
83.463,153.46,0,bespoke
90.825,139.82,0,bespoke
51.07,142.24,0,bespoke
121.28,139.89,0,bespoke
78.352,199.75,0,bespoke
125.68,173.97,0,bespoke
139.22,186.28,0,bespoke
91.011,190.98,0,bespoke
78.855,188.76,0,bespoke
50.165,195.9,0,bespoke
131.84,137.33,0,bespoke
111.97,144.08,0,bespoke
86.618,182.15,0,bespoke
136.97,191.69,0,bespoke
113.76,159.32,0,bespoke
107.4,149.05,0,bespoke
93.903,172.44,0,bespoke
128.32,136.67,0,bespoke
50.717,137.83,0,bespoke
89.79,195.67,0,bespoke
74.547,161.11,0,bespoke
63.496,186.02,0,bespoke
59.35,150.77,0,bespoke
130.63,174.56,0,bespoke
51.713,193.06,0,bespoke
136.05,175.91,0,bespoke
111.49,195.07,0,bespoke
46.141,199.73,0,bespoke
45.464,144.76,0,bespoke
126.06,136.61,0,bespoke
89.392,194.23,0,bespoke
124.49,144.62,0,bespoke
65.959,140.85,0,bespoke
121.57,181.52,0,bespoke
68.615,146.38,0,bespoke
139.84,145.38,0,bespoke
134.1,166.13,0,bespoke
97.626,196.67,0,bespoke
131.71,183.17,0,bespoke
105.37,178.7,0,bespoke
119.11,139.57,0,bespoke
98.886,154.9,0,bespoke
63.217,195.89,0,bespoke
131.09,190.7,0,bespoke
93.911,192.91,0,bespoke
139.9,173.26,0,bespoke
80.846,145.57,0,bespoke
64.581,146.44,0,bespoke
114.34,183.59,0,bespoke
74.776,196.44,0,bespoke
56.17,177.77,0,bespoke
129.42,170.35,0,bespoke
110.85,173.85,0,bespoke
134.29,150.25,0,bespoke
84.631,188.28,0,bespoke
122.5,186.25,0,bespoke
121.46,173.29,0,bespoke
79.238,163.36,0,bespoke
131.81,170.73,0,bespoke
72.39,157.94,0,bespoke
60.675,199.73,0,bespoke
88.307,158.72,0,bespoke
68.068,197.8,0,bespoke
45.183,136.61,0,bespoke
103.46,185.56,0,bespoke
107.82,163.61,0,bespoke
107.73,175.98,0,bespoke
109.65,155.41,0,bespoke
125.81,194.92,0,bespoke
48.545,149.52,0,bespoke
109.67,159.34,0,bespoke
99.258,155.03,0,bespoke
110.57,137.46,0,bespoke
130.08,174.34,0,bespoke
70.352,189.33,0,bespoke
51.513,173.24,0,bespoke
74.792,158.62,0,bespoke
119.97,144.09,0,bespoke
92.342,142.57,0,bespoke
86.518,198.78,0,bespoke
60.999,170.21,0,bespoke
70.133,140.62,0,bespoke
109.97,151.65,0,bespoke
122.58,148.64,0,bespoke
112.02,155.45,0,bespoke
99.771,193.74,0,bespoke
139.44,168.85,0,bespoke
88.813,145.55,0,bespoke
91.869,144.33,0,bespoke
71.026,139.16,0,bespoke
107.23,190.55,0,bespoke
83.67,198.34,0,bespoke
73.496,195.39,0,bespoke
102.52,161.62,0,bespoke
120.16,193.6,0,bespoke
137.23,166.49,0,bespoke
118.47,165.53,0,bespoke
102,145.91,0,bespoke
87.662,140.39,0,bespoke
59.58,176.16,0,bespoke
65.067,155.21,0,bespoke
111.53,165.31,0,bespoke
135.84,148.72,0,bespoke
105.37,135.09,0,bespoke
129.67,186.84,0,bespoke
65.547,158.92,0,bespoke
109.94,135.98,0,bespoke
74.931,181.47,0,bespoke
47.412,149.21,0,bespoke
122.92,179.77,0,bespoke
86.104,150.99,0,bespoke
53.427,152.3,0,bespoke
133.83,143.58,0,bespoke
82.124,157.37,0,bespoke
100.85,184.04,0,bespoke
67.784,192.8,0,bespoke
107.09,181.18,0,bespoke
79.821,151.02,0,bespoke
90.719,164.34,0,bespoke
83.16,195.53,0,bespoke
76.711,175.02,0,bespoke
70.421,151.79,0,bespoke
117.95,176.02,0,bespoke
67.836,180.21,0,bespoke
136.32,161.24,0,bespoke
132.74,147.58,0,bespoke
71.053,154.96,0,bespoke
66.212,180.04,0,bespoke
68.952,175.97,0,bespoke
68.464,151.24,0,bespoke
67.76,137.82,0,bespoke
85.684,169.54,0,bespoke
123.46,146.45,0,bespoke
103.63,168.92,0,bespoke
63.418,191.63,0,bespoke
121.77,174.88,0,bespoke
138.64,152.64,0,bespoke
59.117,190.55,0,bespoke
126.04,145.23,0,bespoke
67.667,151.86,0,bespoke
84.609,178.59,0,bespoke
75.628,149.69,0,bespoke
86.234,188.69,0,bespoke
76.105,156.07,0,bespoke
54.402,166.75,0,bespoke
108.76,184.64,0,bespoke
49.689,182.95,0,bespoke
64.095,176.34,0,bespoke
92.418,151.19,0,bespoke
71.165,182.73,0,bespoke
84.862,157.07,0,bespoke
101.71,154.68,0,bespoke
49.669,143.26,0,bespoke
129.23,135.66,0,bespoke
126.54,195.12,0,bespoke
53.081,194.15,0,bespoke
61.855,159.84,0,bespoke
46.273,180.59,0,bespoke
101.05,178.7,0,bespoke
112.25,143.3,0,bespoke
117.1,148.06,0,bespoke
65.327,193.68,0,bespoke
136.79,192.97,0,bespoke
91.017,159.55,0,bespoke
50.934,151.26,0,bespoke
61.954,174.18,0,bespoke
77.135,175.65,0,bespoke
128.65,136.28,0,bespoke
49.058,188.28,0,bespoke
78.764,168.67,0,bespoke
105.87,194.11,0,bespoke
123.65,142.71,0,bespoke
49.239,196.5,0,bespoke
120.13,195.26,0,bespoke
49.859,141.16,0,bespoke
73.16,161.99,0,bespoke
70.854,155.99,0,bespoke
131.78,190.01,0,bespoke
102.52,196.62,0,bespoke
92.711,182.4,0,bespoke
114.98,179.45,0,bespoke
55.652,176.69,0,bespoke
129.03,155.53,0,bespoke
95.307,182.59,0,bespoke
45.522,145.25,0,bespoke
60.472,184.4,0,bespoke
69.921,140.97,0,bespoke
48.693,197.9,0,bespoke
109.8,174.58,0,bespoke
47.679,193.17,0,bespoke
92.495,147.62,0,bespoke
90.666,199.22,0,bespoke
71.46,150.69,0,bespoke
101.1,149.52,0,bespoke
72.305,161.13,0,bespoke
132.39,185.76,0,bespoke
45.576,189.55,0,bespoke
98.63,161.62,0,bespoke
80.026,161.16,0,bespoke
80.279,185.16,0,bespoke
47.013,151.19,0,bespoke
110.29,191.27,0,bespoke
97.684,179.34,0,bespoke
117.72,198.53,0,bespoke
120.18,147.06,0,bespoke
68.423,149.05,0,bespoke
63.982,155.34,0,bespoke
79.859,183.88,0,bespoke
113.36,158.9,0,bespoke
56.91,174.29,0,bespoke
85.84,159.92,0,bespoke
46.554,170.78,0,bespoke
51.747,160.05,0,bespoke
112.48,178.25,0,bespoke
121.28,135.96,0,bespoke
131.47,187.85,0,bespoke
131.65,157.74,0,bespoke
104.81,181.51,0,bespoke
57.492,197.33,0,bespoke
50.903,167.98,0,bespoke
118.87,178.3,0,bespoke
115.5,162.92,0,bespoke
104.46,190.22,0,bespoke
114.26,177.53,0,bespoke
64.286,167.78,0,bespoke
120.52,158.95,0,bespoke
137.58,179.54,0,bespoke
84.914,141.45,0,bespoke
68.343,138.1,0,bespoke
90.612,191.51,0,bespoke
108.55,177.37,0,bespoke
125.98,174.68,0,bespoke
134.81,162.43,0,bespoke
57.23,167.74,0,bespoke
111.18,145.67,0,bespoke
52.608,141.06,0,bespoke
54.838,179.55,0,bespoke
57.464,144.27,0,bespoke
93.93,169.37,0,bespoke
90.769,135.23,0,bespoke
87.359,162.63,0,bespoke
120.83,149.58,0,bespoke
95.249,177.9,0,bespoke
108.54,167.7,0,bespoke
90.917,174,0,bespoke
76.605,148.01,0,bespoke
69.586,143.93,0,bespoke
137.5,136.55,0,bespoke
70.114,196.07,0,bespoke
120.04,180.21,0,bespoke
92.222,171.03,0,bespoke
75.475,154.2,0,bespoke
103.55,137.77,0,bespoke
45.655,190.49,0,bespoke
50.979,173.78,0,bespoke
132.4,136.2,0,bespoke
131.09,195.66,0,bespoke
124,135.64,0,bespoke
131.8,176.66,0,bespoke
109.52,186.26,0,bespoke
118.82,169.22,0,bespoke
110.9,153.93,0,bespoke
63.891,175.84,0,bespoke
87.977,162.66,0,bespoke
119.94,170.51,0,bespoke
45.183,147.4,0,bespoke
97.78,183.39,0,bespoke
86.159,148.84,0,bespoke
50.55,141.51,0,bespoke
86.986,193.27,0,bespoke
124.76,188.45,0,bespoke
103.73,192.38,0,bespoke
115.45,140.73,0,bespoke
133.89,180.51,0,bespoke
75.904,146.06,0,bespoke
115.87,189.15,0,bespoke
127.93,182.32,0,bespoke
86.162,185.43,0,bespoke
94.548,184.63,0,bespoke
107,138.71,0,bespoke
89.556,174.64,0,bespoke
62.413,193.4,0,bespoke
66.47,168.55,0,bespoke
84.136,167.9,0,bespoke
46.453,151.62,0,bespoke
116.31,198.15,0,bespoke
50.902,172.77,0,bespoke
86.01,197.95,0,bespoke
96.564,137.69,0,bespoke
102.96,147.26,0,bespoke
86.442,168.78,0,bespoke
52.702,176.66,0,bespoke
71.976,157.15,0,bespoke
51.957,177.14,0,bespoke
114.35,158.1,0,bespoke
77.906,190.28,0,bespoke
106.96,170.28,0,bespoke
90.767,178.75,0,bespoke
81.346,151.68,0,bespoke
76.054,142.89,0,bespoke
54.789,137.64,0,bespoke
80.189,192.72,0,bespoke
80.857,183.96,0,bespoke
90.771,187.14,0,bespoke
120.58,163.69,0,bespoke
110.68,139.89,0,bespoke
125.73,145.02,0,bespoke
93.667,151.07,0,bespoke
126.23,140.15,0,bespoke
89.217,190.46,0,bespoke
70.161,145.22,0,bespoke
104.8,175.08,0,bespoke
98.46,169.35,0,bespoke
96.41,147.43,0,bespoke
82.365,184.38,0,bespoke
84.944,174.97,0,bespoke
58.027,144.88,0,bespoke
72.757,164.55,0,bespoke
45.696,179.34,0,bespoke
133.61,153.28,0,bespoke
102.88,175.62,0,bespoke
129.73,196.21,0,bespoke
84.978,171.84,0,bespoke
83.017,180.05,0,bespoke
97.624,198.61,0,bespoke
101.64,193.44,0,bespoke
93.096,177.15,0,bespoke
100.78,198.89,0,bespoke
57.618,145.65,0,bespoke
117.35,168.14,0,bespoke
106.86,175.78,0,bespoke
78.354,187,0,bespoke
74.697,162.15,0,bespoke
71.054,138.56,0,bespoke
59.205,168.74,0,bespoke
76.763,143.74,0,bespoke
124.14,158.85,0,bespoke
67.19,180.28,0,bespoke
51.578,143.42,0,bespoke
91.999,186.08,0,bespoke
56.604,138.27,0,bespoke
83.249,188.02,0,bespoke
53.665,191.35,0,bespoke
113.45,147.8,0,bespoke
77.523,174.48,0,bespoke
98.799,199.78,0,bespoke
107.18,137.75,0,bespoke
106.99,144.02,0,bespoke
111.58,149.49,0,bespoke
73.605,172.9,0,bespoke
53.119,178.62,0,bespoke
105.18,182.01,0,bespoke
70.311,167.79,0,bespoke
129.95,176.9,0,bespoke
73.526,137.36,0,bespoke
112.93,147.6,0,bespoke
76.383,183.72,0,bespoke
79.663,155.03,0,bespoke
101.27,183.69,0,bespoke
130.99,190.38,0,bespoke
70.13,141.46,0,bespoke
135.23,173.86,0,bespoke
115.18,181.84,0,bespoke
45.424,171.97,0,bespoke
125.82,150.28,0,bespoke
111.08,194.19,0,bespoke
98.431,196.79,0,bespoke
77.083,168.56,0,bespoke
76.616,180.96,0,bespoke
52.346,186.92,0,bespoke
88.539,147.98,0,bespoke
107.43,141.94,0,bespoke
99.336,175.21,0,bespoke
83.2,136.44,0,bespoke
133.8,137.44,0,bespoke
79.251,142.5,0,bespoke
135.03,188.22,0,bespoke
47.862,159.5,0,bespoke
86.904,149.9,0,bespoke
111.57,158.93,0,bespoke
111.78,146.35,0,bespoke
93.466,185.36,0,bespoke
103.16,156.45,0,bespoke
115.91,155.53,0,bespoke
121.14,182.1,0,bespoke
76.989,173.02,0,bespoke
98.589,185.55,0,bespoke
126.25,158.37,0,bespoke
100.97,147.01,0,bespoke
93.283,172.29,0,bespoke
126.08,166.4,0,bespoke
109.96,162.41,0,bespoke
55.102,155.63,0,bespoke
92.686,198.22,0,bespoke
46.821,151.78,0,bespoke
87.048,171.86,0,bespoke
131.18,157.88,0,bespoke
49.244,155.28,0,bespoke
134.79,135.61,0,bespoke
62.136,178.43,0,bespoke
80.141,192.57,0,bespoke
64.498,162.39,0,bespoke
54.081,190.81,0,bespoke
86.11,196.62,0,bespoke
71.368,159.45,0,bespoke
54.582,148.21,0,bespoke
92.397,146.65,0,bespoke
67.708,154.91,0,bespoke
78.212,190.27,0,bespoke
98.035,169.16,0,bespoke
97.066,188.85,0,bespoke
85.021,141.95,0,bespoke
81.622,175.11,0,bespoke
81.163,171.84,0,bespoke
71.669,151.96,0,bespoke
62.092,135.15,0,bespoke
57.092,153.67,0,bespoke
46.491,188.38,0,bespoke
116.54,193.18,0,bespoke
92.971,199.73,0,bespoke
113.6,135.55,0,bespoke
117.3,182.63,0,bespoke
70.55,140.5,0,bespoke
63.394,176.17,0,bespoke
51.094,187.33,0,bespoke
85.411,188.95,0,bespoke
111.7,171.87,0,bespoke
137.85,151.9,0,bespoke
97.4,185.99,0,bespoke
49.162,146,0,bespoke
100.3,152.83,0,bespoke
71.446,135.32,0,bespoke
96.508,160.84,0,bespoke
87.115,136.73,0,bespoke
56.135,190.56,0,bespoke
81.094,148.32,0,bespoke
117.66,190.92,0,bespoke
132.24,138.65,0,bespoke
110.81,149.53,0,bespoke
137.21,137.94,0,bespoke
56.986,183.81,0,bespoke
106.41,180.37,0,bespoke
81.751,194.72,0,bespoke
98.423,194.08,0,bespoke
63.843,187.36,0,bespoke
82.423,199.98,0,bespoke
77.323,187.05,0,bespoke
78.865,155.99,0,bespoke
80.439,136.63,0,bespoke
55.96,182.63,0,bespoke
92.615,165.73,0,bespoke
122.61,160.52,0,bespoke
77.633,190.9,0,bespoke
92.361,138.74,0,bespoke
56.212,160,0,bespoke
99.674,144.22,0,bespoke
93.969,137.97,0,bespoke
78.751,180.37,0,bespoke
127.02,194.38,0,bespoke
77.681,159.93,0,bespoke
88.404,150.8,0,bespoke
67.618,193.96,0,bespoke
118.26,180.63,0,bespoke
70.973,193.22,0,bespoke
94.875,196.62,0,bespoke
95.456,195.88,0,bespoke
127.97,199.79,0,bespoke
134.07,160.8,0,bespoke
49.628,177.9,0,bespoke
137.99,188.49,0,bespoke
105.07,175.45,0,bespoke
51.9,180.53,0,bespoke
65.123,166.82,0,bespoke
79.189,168.07,0,bespoke
85.535,185.68,0,bespoke
117.02,137.63,0,bespoke
132,193.57,0,bespoke
104.83,182.58,0,bespoke
135.81,175.03,0,bespoke
116.74,184.09,0,bespoke
94.981,153.49,0,bespoke
125.76,148.41,0,bespoke
122.52,177.39,0,bespoke
57.552,195.33,0,bespoke
117.27,187.3,0,bespoke
103.64,157.78,0,bespoke
82.776,152.56,0,bespoke
124.92,183.4,0,bespoke
48.64,181.99,0,bespoke
54.14,190.69,0,bespoke
135.07,194.72,0,bespoke
82.621,152.49,0,bespoke
95.565,179.73,0,bespoke
130.85,175.17,0,bespoke
77.303,139.65,0,bespoke
108.07,147.25,0,bespoke
114.1,156.81,0,bespoke
66.186,155.22,0,bespoke
97.768,162.31,0,bespoke
88.247,140.7,0,bespoke
102.98,171.39,0,bespoke
96.679,178.4,0,bespoke
94.244,142.49,0,bespoke
72.175,155.52,0,bespoke
128.51,198.75,0,bespoke
133.97,192.58,0,bespoke
121.59,136.48,0,bespoke
137.06,191.11,0,bespoke
94.802,150.92,0,bespoke
55.723,163.18,0,bespoke
106.77,143.8,0,bespoke
63.134,149.01,0,bespoke
126.41,185.36,0,bespoke
134.57,140.67,0,bespoke
54.827,161.02,0,bespoke
73.162,173.36,0,bespoke
120.91,147.77,0,bespoke
86.963,180.29,0,bespoke
91.789,173.54,0,bespoke
47.804,165.17,0,bespoke
99.401,150.68,0,bespoke
99.384,161.83,0,bespoke
115.46,185.08,0,bespoke
52.278,137.3,0,bespoke
119.78,174.49,0,bespoke
63.382,140.17,0,bespoke
95.438,162,0,bespoke
132.79,199.06,0,bespoke
138.68,189.77,0,bespoke
137.65,138.41,0,bespoke
73.953,182.29,0,bespoke
116.6,142.47,0,bespoke
64.604,166.55,0,bespoke
126.83,191.46,0,bespoke
107.5,136.09,0,bespoke
54.71,188.23,0,bespoke
100.14,185.95,0,bespoke
136.53,147.59,0,bespoke
125.26,194.33,0,bespoke
116.55,179.44,0,bespoke
111.79,192.75,0,bespoke
68.429,181.34,0,bespoke
48.794,166.52,0,bespoke
88.901,189.16,0,bespoke
56.151,140.9,0,bespoke
60.354,136.66,0,bespoke
84.877,156.82,0,bespoke
108.28,166.65,0,bespoke
137.45,149.65,0,bespoke
71.567,171.06,0,bespoke
95.482,179.27,0,bespoke
133.42,189.27,0,bespoke
60.833,193.23,0,bespoke
119.98,163.44,0,bespoke
54.782,160.98,0,bespoke
128.94,163.61,0,bespoke
94.613,155.13,0,bespoke
137.54,164.05,0,bespoke
116.83,197.69,0,bespoke
113.64,165.05,0,bespoke
45.247,167.24,0,bespoke
64.533,136.4,0,bespoke
69.735,147.5,0,bespoke
52.596,193.38,0,bespoke
114.86,160.3,0,bespoke
123.15,141.63,0,bespoke
77.622,157.73,0,bespoke
57.933,146.61,0,bespoke
108.26,151.19,0,bespoke
123.89,176.66,0,bespoke
108.99,198.42,0,bespoke
58.249,194.84,0,bespoke
80.989,138.5,0,bespoke
109.44,193.7,0,bespoke
94.013,147.35,0,bespoke
137.92,199.52,0,bespoke
70.434,156.22,0,bespoke
127.36,149.79,0,bespoke
80.507,196.34,0,bespoke
57.98,187.71,0,bespoke
52.856,195.09,0,bespoke
115.19,181.7,0,bespoke
80.346,192.15,0,bespoke
81.149,191.23,0,bespoke
73.707,158.23,0,bespoke
72.98,143.86,0,bespoke
69.682,187.38,0,bespoke
89.03,179.27,0,bespoke
138.85,163.04,0,bespoke
81.582,196.56,0,bespoke
134.61,196.83,0,bespoke
60.865,137.09,0,bespoke
132.88,152.95,0,bespoke
116.66,139.4,0,bespoke
126.38,188.75,0,bespoke
102.23,160.76,0,bespoke
55.2,172.78,0,bespoke
88.27,157.33,0,bespoke
107.19,198.13,0,bespoke
50.466,174.22,0,bespoke
47.02,178.4,0,bespoke
72.531,191.12,0,bespoke
133.49,162.31,0,bespoke
93.832,139.77,0,bespoke
128.15,191.64,0,bespoke
80.919,180.15,0,bespoke
129.03,189.69,0,bespoke
95.804,178.96,0,bespoke
129.8,180.59,0,bespoke
54.763,193.2,0,bespoke
65.144,173.18,0,bespoke
111.65,156.14,0,bespoke
79.328,199.67,0,bespoke
45.133,148.49,0,bespoke
